"date","branch_office_id","sucursal","ventas","mes","dia","year","dia_semana"
"2024-01-02","1","UNIMARC EL PAMPINO","2085210","1","2","2024","martes"
"2024-01-02","2","UNIMARC EL PARQUE","1650840","1","2","2024","martes"
"2024-01-02","5","UNIMARC LA SERENA","2004832","1","2","2024","martes"
"2024-01-02","6","UNIMARC OVALLE","1282311","1","2","2024","martes"
"2024-01-02","7","UNIMARC QUILLOTA","417101","1","2","2024","martes"
"2024-01-02","8","STA ISABEL REÑACA","1278582","1","2","2024","martes"
"2024-01-02","9","STA ISABEL LOS CARRERAS","373236","1","2","2024","martes"
"2024-01-02","10","STA ISABEL VALPARAISO","1540714","1","2","2024","martes"
"2024-01-02","11","STA ISABEL CLAUDIO VICUÑA","492732","1","2","2024","martes"
"2024-01-02","14","MALL PASEO DEL VALLE","351093","1","2","2024","martes"
"2024-01-02","15","UNIMARC VIÑA","599706","1","2","2024","martes"
"2024-01-02","16","ALVI MAIPU","527143","1","2","2024","martes"
"2024-01-02","17","UNIMARC FCO. BILBAO","158571","1","2","2024","martes"
"2024-01-02","19","UNIMARC LOS MILITARES","221932","1","2","2024","martes"
"2024-01-02","20","MEDS MAIPU","802184","1","2","2024","martes"
"2024-01-02","21","SODIMAC ÑUBLE","876830","1","2","2024","martes"
"2024-01-02","22","TOTTUS NATANIEL","1873656","1","2","2024","martes"
"2024-01-02","23","TOTTUS SAN BERNARDO","2830295","1","2","2024","martes"
"2024-01-02","24","TOTTUS VICUÑA MACKENNA","1234748","1","2","2024","martes"
"2024-01-02","26","UNIMARC CHILLAN","685335","1","2","2024","martes"
"2024-01-02","27","UNIMARC OSORNO","1634832","1","2","2024","martes"
"2024-01-02","29","UNIMARC CONCEPCION","4705968","1","2","2024","martes"
"2024-01-02","32","UNIMARC LINARES","698193","1","2","2024","martes"
"2024-01-02","33","EL MUSEO","3793799","1","2","2024","martes"
"2024-01-02","34","MALL CENTRO","1011344","1","2","2024","martes"
"2024-01-02","35","MALL MELIPILLA","2917773","1","2","2024","martes"
"2024-01-02","38","MALL SAN BERNARDO","2907857","1","2","2024","martes"
"2024-01-02","41","TOTTUS CATEDRAL","1154075","1","2","2024","martes"
"2024-01-02","42","UNIV AUTONOMA","2738021","1","2","2024","martes"
"2024-01-02","43","M10 VILLA ALEMANA","41824","1","2","2024","martes"
"2024-01-02","45","STRIP RECOLETA","140378","1","2","2024","martes"
"2024-01-02","46","CLINICA AUTONOMA","686387","1","2","2024","martes"
"2024-01-02","50","TOTTUS TALAGANTE","259160","1","2","2024","martes"
"2024-01-02","54","STA ISABEL VILLA ALEMANA","384285","1","2","2024","martes"
"2024-01-02","55","TOTTUS SAN BERNARDO ESTACION","137479","1","2","2024","martes"
"2024-01-02","56","STRIP IRARRAZAVAL","153866","1","2","2024","martes"
"2024-01-02","65","LIDER OSORNO","1201932","1","2","2024","martes"
"2024-01-02","69","LIDER PUERTO MONTT","512018","1","2","2024","martes"
"2024-01-02","70","LIDER PUERTO VARAS","417395","1","2","2024","martes"
"2024-01-02","74","STA ISABEL LOS ANGELES","1275421","1","2","2024","martes"
"2024-01-02","76","LIDER TALAGANTE","313319","1","2","2024","martes"
"2024-01-02","78","EDIFICIO BANCOESTADO","10989202","1","2","2024","martes"
"2024-01-02","79","LIDER VALDIVIA","887142","1","2","2024","martes"
"2024-01-02","80","OFICINA","1861111","1","2","2024","martes"
"2024-01-02","81","STA ISABEL VIÑA","151219","1","2","2024","martes"
"2024-01-02","84","STA ISABEL VICUÑA MACKENNA","673235","1","2","2024","martes"
"2024-01-02","89","LIDER GRAN AVENIDA","442647","1","2","2024","martes"
"2024-01-02","90","LIDER RANCAGUA","72773","1","2","2024","martes"
"2024-01-02","92","LIDER LIMACHE","498866","1","2","2024","martes"
"2024-01-02","93","LIDER OVALLE","340378","1","2","2024","martes"
"2024-01-02","96","LIDER TOBALABA","25084","1","2","2024","martes"
"2024-01-02","97","UNIV BERNARDO OHIGGINS","1312270","1","2","2024","martes"
"2024-01-02","99","LIDER COPIAPO","249328","1","2","2024","martes"
"2024-01-02","100","STRIP TALCA","426638","1","2","2024","martes"
"2024-01-02","101","LIDER QUILIN","1178612","1","2","2024","martes"
"2024-01-02","103","TOTTUS LOS ANGELES","763236","1","2","2024","martes"
"2024-01-02","105","LIDER LOS ANGELES","1435379","1","2","2024","martes"
"2024-01-02","106","LIDER ALAMEDA","2105714","1","2","2024","martes"
"2024-01-02","107","EDIFICIO BüHLER","281386","1","2","2024","martes"
"2024-01-02","109","JUMBO LOS ANGELES","8187353","1","2","2024","martes"
"2024-01-02","110","LIDER QUILLOTA","326699","1","2","2024","martes"
"2024-01-03","1","UNIMARC EL PAMPINO","405000","1","3","2024","miércoles"
"2024-01-03","2","UNIMARC EL PARQUE","114664","1","3","2024","miércoles"
"2024-01-03","5","UNIMARC LA SERENA","604748","1","3","2024","miércoles"
"2024-01-03","6","UNIMARC OVALLE","196260","1","3","2024","miércoles"
"2024-01-03","7","UNIMARC QUILLOTA","106975","1","3","2024","miércoles"
"2024-01-03","8","STA ISABEL REÑACA","428572","1","3","2024","miércoles"
"2024-01-03","9","STA ISABEL LOS CARRERAS","82647","1","3","2024","miércoles"
"2024-01-03","10","STA ISABEL VALPARAISO","29034","1","3","2024","miércoles"
"2024-01-03","11","STA ISABEL CLAUDIO VICUÑA","125126","1","3","2024","miércoles"
"2024-01-03","14","MALL PASEO DEL VALLE","364832","1","3","2024","miércoles"
"2024-01-03","15","UNIMARC VIÑA","136008","1","3","2024","miércoles"
"2024-01-03","16","ALVI MAIPU","78613","1","3","2024","miércoles"
"2024-01-03","17","UNIMARC FCO. BILBAO","96513","1","3","2024","miércoles"
"2024-01-03","19","UNIMARC LOS MILITARES","238739","1","3","2024","miércoles"
"2024-01-03","20","MEDS MAIPU","323949","1","3","2024","miércoles"
"2024-01-03","21","SODIMAC ÑUBLE","220672","1","3","2024","miércoles"
"2024-01-03","22","TOTTUS NATANIEL","204370","1","3","2024","miércoles"
"2024-01-03","23","TOTTUS SAN BERNARDO","417815","1","3","2024","miércoles"
"2024-01-03","24","TOTTUS VICUÑA MACKENNA","48403","1","3","2024","miércoles"
"2024-01-03","26","UNIMARC CHILLAN","388067","1","3","2024","miércoles"
"2024-01-03","27","UNIMARC OSORNO","155462","1","3","2024","miércoles"
"2024-01-03","29","UNIMARC CONCEPCION","117773","1","3","2024","miércoles"
"2024-01-03","32","UNIMARC LINARES","124412","1","3","2024","miércoles"
"2024-01-03","33","EL MUSEO","113487","1","3","2024","miércoles"
"2024-01-03","34","MALL CENTRO","673655","1","3","2024","miércoles"
"2024-01-03","35","MALL MELIPILLA","1278908","1","3","2024","miércoles"
"2024-01-03","38","MALL SAN BERNARDO","732438","1","3","2024","miércoles"
"2024-01-03","41","TOTTUS CATEDRAL","163571","1","3","2024","miércoles"
"2024-01-03","42","UNIV AUTONOMA","146470","1","3","2024","miércoles"
"2024-01-03","43","M10 VILLA ALEMANA","42151","1","3","2024","miércoles"
"2024-01-03","45","STRIP RECOLETA","215336","1","3","2024","miércoles"
"2024-01-03","46","CLINICA AUTONOMA","8824","1","3","2024","miércoles"
"2024-01-03","50","TOTTUS TALAGANTE","100596","1","3","2024","miércoles"
"2024-01-03","54","STA ISABEL VILLA ALEMANA","68613","1","3","2024","miércoles"
"2024-01-03","55","TOTTUS SAN BERNARDO ESTACION","48068","1","3","2024","miércoles"
"2024-01-03","56","STRIP IRARRAZAVAL","108824","1","3","2024","miércoles"
"2024-01-03","65","LIDER OSORNO","267689","1","3","2024","miércoles"
"2024-01-03","69","LIDER PUERTO MONTT","63992","1","3","2024","miércoles"
"2024-01-03","70","LIDER PUERTO VARAS","102185","1","3","2024","miércoles"
"2024-01-03","74","STA ISABEL LOS ANGELES","329075","1","3","2024","miércoles"
"2024-01-03","76","LIDER TALAGANTE","148739","1","3","2024","miércoles"
"2024-01-03","78","EDIFICIO BANCOESTADO","305714","1","3","2024","miércoles"
"2024-01-03","79","LIDER VALDIVIA","67899","1","3","2024","miércoles"
"2024-01-03","81","STA ISABEL VIÑA","72479","1","3","2024","miércoles"
"2024-01-03","84","STA ISABEL VICUÑA MACKENNA","37689","1","3","2024","miércoles"
"2024-01-03","89","LIDER GRAN AVENIDA","117689","1","3","2024","miércoles"
"2024-01-03","90","LIDER RANCAGUA","7101","1","3","2024","miércoles"
"2024-01-03","92","LIDER LIMACHE","235210","1","3","2024","miércoles"
"2024-01-03","93","LIDER OVALLE","94454","1","3","2024","miércoles"
"2024-01-03","96","LIDER TOBALABA","40672","1","3","2024","miércoles"
"2024-01-03","97","UNIV BERNARDO OHIGGINS","99118","1","3","2024","miércoles"
"2024-01-03","99","LIDER COPIAPO","99664","1","3","2024","miércoles"
"2024-01-03","100","STRIP TALCA","94370","1","3","2024","miércoles"
"2024-01-03","101","LIDER QUILIN","171597","1","3","2024","miércoles"
"2024-01-03","103","TOTTUS LOS ANGELES","115547","1","3","2024","miércoles"
"2024-01-03","105","LIDER LOS ANGELES","540589","1","3","2024","miércoles"
"2024-01-03","106","LIDER ALAMEDA","378487","1","3","2024","miércoles"
"2024-01-03","107","EDIFICIO BüHLER","327941","1","3","2024","miércoles"
"2024-01-03","109","JUMBO LOS ANGELES","548951","1","3","2024","miércoles"
"2024-01-04","1","UNIMARC EL PAMPINO","442983","1","4","2024","jueves"
"2024-01-04","2","UNIMARC EL PARQUE","116302","1","4","2024","jueves"
"2024-01-04","5","UNIMARC LA SERENA","629159","1","4","2024","jueves"
"2024-01-04","6","UNIMARC OVALLE","228109","1","4","2024","jueves"
"2024-01-04","7","UNIMARC QUILLOTA","180294","1","4","2024","jueves"
"2024-01-04","8","STA ISABEL REÑACA","354411","1","4","2024","jueves"
"2024-01-04","9","STA ISABEL LOS CARRERAS","114286","1","4","2024","jueves"
"2024-01-04","10","STA ISABEL VALPARAISO","56849","1","4","2024","jueves"
"2024-01-04","11","STA ISABEL CLAUDIO VICUÑA","99454","1","4","2024","jueves"
"2024-01-04","14","MALL PASEO DEL VALLE","376177","1","4","2024","jueves"
"2024-01-04","15","UNIMARC VIÑA","124076","1","4","2024","jueves"
"2024-01-04","16","ALVI MAIPU","76681","1","4","2024","jueves"
"2024-01-04","17","UNIMARC FCO. BILBAO","97269","1","4","2024","jueves"
"2024-01-04","19","UNIMARC LOS MILITARES","222059","1","4","2024","jueves"
"2024-01-04","20","MEDS MAIPU","292017","1","4","2024","jueves"
"2024-01-04","21","SODIMAC ÑUBLE","307395","1","4","2024","jueves"
"2024-01-04","22","TOTTUS NATANIEL","253067","1","4","2024","jueves"
"2024-01-04","23","TOTTUS SAN BERNARDO","477479","1","4","2024","jueves"
"2024-01-04","24","TOTTUS VICUÑA MACKENNA","78445","1","4","2024","jueves"
"2024-01-04","26","UNIMARC CHILLAN","377185","1","4","2024","jueves"
"2024-01-04","27","UNIMARC OSORNO","199664","1","4","2024","jueves"
"2024-01-04","29","UNIMARC CONCEPCION","260756","1","4","2024","jueves"
"2024-01-04","32","UNIMARC LINARES","124201","1","4","2024","jueves"
"2024-01-04","33","EL MUSEO","94706","1","4","2024","jueves"
"2024-01-04","34","MALL CENTRO","648655","1","4","2024","jueves"
"2024-01-04","35","MALL MELIPILLA","1269411","1","4","2024","jueves"
"2024-01-04","38","MALL SAN BERNARDO","736471","1","4","2024","jueves"
"2024-01-04","41","TOTTUS CATEDRAL","166302","1","4","2024","jueves"
"2024-01-04","42","UNIV AUTONOMA","171764","1","4","2024","jueves"
"2024-01-04","43","M10 VILLA ALEMANA","40210","1","4","2024","jueves"
"2024-01-04","45","STRIP RECOLETA","128445","1","4","2024","jueves"
"2024-01-04","46","CLINICA AUTONOMA","13446","1","4","2024","jueves"
"2024-01-04","50","TOTTUS TALAGANTE","155941","1","4","2024","jueves"
"2024-01-04","54","STA ISABEL VILLA ALEMANA","57731","1","4","2024","jueves"
"2024-01-04","55","TOTTUS SAN BERNARDO ESTACION","149250","1","4","2024","jueves"
"2024-01-04","56","STRIP IRARRAZAVAL","97899","1","4","2024","jueves"
"2024-01-04","65","LIDER OSORNO","274370","1","4","2024","jueves"
"2024-01-04","69","LIDER PUERTO MONTT","75588","1","4","2024","jueves"
"2024-01-04","70","LIDER PUERTO VARAS","119328","1","4","2024","jueves"
"2024-01-04","74","STA ISABEL LOS ANGELES","396764","1","4","2024","jueves"
"2024-01-04","76","LIDER TALAGANTE","143067","1","4","2024","jueves"
"2024-01-04","78","EDIFICIO BANCOESTADO","233067","1","4","2024","jueves"
"2024-01-04","79","LIDER VALDIVIA","88445","1","4","2024","jueves"
"2024-01-04","81","STA ISABEL VIÑA","67983","1","4","2024","jueves"
"2024-01-04","84","STA ISABEL VICUÑA MACKENNA","34412","1","4","2024","jueves"
"2024-01-04","89","LIDER GRAN AVENIDA","128109","1","4","2024","jueves"
"2024-01-04","90","LIDER RANCAGUA","26429","1","4","2024","jueves"
"2024-01-04","92","LIDER LIMACHE","167774","1","4","2024","jueves"
"2024-01-04","93","LIDER OVALLE","79874","1","4","2024","jueves"
"2024-01-04","96","LIDER TOBALABA","33655","1","4","2024","jueves"
"2024-01-04","97","UNIV BERNARDO OHIGGINS","95966","1","4","2024","jueves"
"2024-01-04","99","LIDER COPIAPO","97101","1","4","2024","jueves"
"2024-01-04","100","STRIP TALCA","120673","1","4","2024","jueves"
"2024-01-04","101","LIDER QUILIN","196974","1","4","2024","jueves"
"2024-01-04","103","TOTTUS LOS ANGELES","119370","1","4","2024","jueves"
"2024-01-04","105","LIDER LOS ANGELES","501933","1","4","2024","jueves"
"2024-01-04","106","LIDER ALAMEDA","446429","1","4","2024","jueves"
"2024-01-04","107","EDIFICIO BüHLER","347941","1","4","2024","jueves"
"2024-01-04","109","JUMBO LOS ANGELES","616975","1","4","2024","jueves"
"2024-01-05","1","UNIMARC EL PAMPINO","493151","1","5","2024","viernes"
"2024-01-05","2","UNIMARC EL PARQUE","158824","1","5","2024","viernes"
"2024-01-05","5","UNIMARC LA SERENA","668866","1","5","2024","viernes"
"2024-01-05","6","UNIMARC OVALLE","252983","1","5","2024","viernes"
"2024-01-05","7","UNIMARC QUILLOTA","293782","1","5","2024","viernes"
"2024-01-05","8","STA ISABEL REÑACA","542689","1","5","2024","viernes"
"2024-01-05","9","STA ISABEL LOS CARRERAS","118908","1","5","2024","viernes"
"2024-01-05","10","STA ISABEL VALPARAISO","30336","1","5","2024","viernes"
"2024-01-05","11","STA ISABEL CLAUDIO VICUÑA","127941","1","5","2024","viernes"
"2024-01-05","14","MALL PASEO DEL VALLE","373151","1","5","2024","viernes"
"2024-01-05","15","UNIMARC VIÑA","187689","1","5","2024","viernes"
"2024-01-05","16","ALVI MAIPU","57563","1","5","2024","viernes"
"2024-01-05","17","UNIMARC FCO. BILBAO","76470","1","5","2024","viernes"
"2024-01-05","19","UNIMARC LOS MILITARES","224539","1","5","2024","viernes"
"2024-01-05","20","MEDS MAIPU","312899","1","5","2024","viernes"
"2024-01-05","21","SODIMAC ÑUBLE","242101","1","5","2024","viernes"
"2024-01-05","22","TOTTUS NATANIEL","281597","1","5","2024","viernes"
"2024-01-05","23","TOTTUS SAN BERNARDO","535294","1","5","2024","viernes"
"2024-01-05","24","TOTTUS VICUÑA MACKENNA","62815","1","5","2024","viernes"
"2024-01-05","26","UNIMARC CHILLAN","420756","1","5","2024","viernes"
"2024-01-05","27","UNIMARC OSORNO","281975","1","5","2024","viernes"
"2024-01-05","29","UNIMARC CONCEPCION","223361","1","5","2024","viernes"
"2024-01-05","32","UNIMARC LINARES","205630","1","5","2024","viernes"
"2024-01-05","33","EL MUSEO","118110","1","5","2024","viernes"
"2024-01-05","34","MALL CENTRO","734873","1","5","2024","viernes"
"2024-01-05","35","MALL MELIPILLA","1516302","1","5","2024","viernes"
"2024-01-05","38","MALL SAN BERNARDO","841008","1","5","2024","viernes"
"2024-01-05","41","TOTTUS CATEDRAL","142479","1","5","2024","viernes"
"2024-01-05","42","UNIV AUTONOMA","181134","1","5","2024","viernes"
"2024-01-05","43","M10 VILLA ALEMANA","52765","1","5","2024","viernes"
"2024-01-05","45","STRIP RECOLETA","148949","1","5","2024","viernes"
"2024-01-05","46","CLINICA AUTONOMA","89075","1","5","2024","viernes"
"2024-01-05","50","TOTTUS TALAGANTE","181547","1","5","2024","viernes"
"2024-01-05","54","STA ISABEL VILLA ALEMANA","71092","1","5","2024","viernes"
"2024-01-05","55","TOTTUS SAN BERNARDO ESTACION","111470","1","5","2024","viernes"
"2024-01-05","56","STRIP IRARRAZAVAL","99748","1","5","2024","viernes"
"2024-01-05","65","LIDER OSORNO","356260","1","5","2024","viernes"
"2024-01-05","69","LIDER PUERTO MONTT","82311","1","5","2024","viernes"
"2024-01-05","70","LIDER PUERTO VARAS","103823","1","5","2024","viernes"
"2024-01-05","74","STA ISABEL LOS ANGELES","393068","1","5","2024","viernes"
"2024-01-05","76","LIDER TALAGANTE","131219","1","5","2024","viernes"
"2024-01-05","78","EDIFICIO BANCOESTADO","299915","1","5","2024","viernes"
"2024-01-05","79","LIDER VALDIVIA","82479","1","5","2024","viernes"
"2024-01-05","81","STA ISABEL VIÑA","87941","1","5","2024","viernes"
"2024-01-05","84","STA ISABEL VICUÑA MACKENNA","26849","1","5","2024","viernes"
"2024-01-05","89","LIDER GRAN AVENIDA","26092","1","5","2024","viernes"
"2024-01-05","90","LIDER RANCAGUA","58824","1","5","2024","viernes"
"2024-01-05","92","LIDER LIMACHE","301512","1","5","2024","viernes"
"2024-01-05","93","LIDER OVALLE","109579","1","5","2024","viernes"
"2024-01-05","96","LIDER TOBALABA","46974","1","5","2024","viernes"
"2024-01-05","97","UNIV BERNARDO OHIGGINS","122774","1","5","2024","viernes"
"2024-01-05","99","LIDER COPIAPO","140169","1","5","2024","viernes"
"2024-01-05","100","STRIP TALCA","103025","1","5","2024","viernes"
"2024-01-05","101","LIDER QUILIN","212605","1","5","2024","viernes"
"2024-01-05","103","TOTTUS LOS ANGELES","156428","1","5","2024","viernes"
"2024-01-05","105","LIDER LOS ANGELES","496933","1","5","2024","viernes"
"2024-01-05","106","LIDER ALAMEDA","395924","1","5","2024","viernes"
"2024-01-05","107","EDIFICIO BüHLER","305463","1","5","2024","viernes"
"2024-01-05","109","JUMBO LOS ANGELES","687311","1","5","2024","viernes"
"2024-01-06","1","UNIMARC EL PAMPINO","398572","1","6","2024","sábado"
"2024-01-06","2","UNIMARC EL PARQUE","19286","1","6","2024","sábado"
"2024-01-06","5","UNIMARC LA SERENA","443109","1","6","2024","sábado"
"2024-01-06","6","UNIMARC OVALLE","123319","1","6","2024","sábado"
"2024-01-06","7","UNIMARC QUILLOTA","78151","1","6","2024","sábado"
"2024-01-06","8","STA ISABEL REÑACA","790757","1","6","2024","sábado"
"2024-01-06","9","STA ISABEL LOS CARRERAS","84916","1","6","2024","sábado"
"2024-01-06","10","STA ISABEL VALPARAISO","2857","1","6","2024","sábado"
"2024-01-06","11","STA ISABEL CLAUDIO VICUÑA","95966","1","6","2024","sábado"
"2024-01-06","14","MALL PASEO DEL VALLE","195714","1","6","2024","sábado"
"2024-01-06","15","UNIMARC VIÑA","91218","1","6","2024","sábado"
"2024-01-06","16","ALVI MAIPU","31807","1","6","2024","sábado"
"2024-01-06","19","UNIMARC LOS MILITARES","130798","1","6","2024","sábado"
"2024-01-06","20","MEDS MAIPU","109580","1","6","2024","sábado"
"2024-01-06","21","SODIMAC ÑUBLE","257478","1","6","2024","sábado"
"2024-01-06","22","TOTTUS NATANIEL","246009","1","6","2024","sábado"
"2024-01-06","23","TOTTUS SAN BERNARDO","255462","1","6","2024","sábado"
"2024-01-06","26","UNIMARC CHILLAN","445420","1","6","2024","sábado"
"2024-01-06","27","UNIMARC OSORNO","263319","1","6","2024","sábado"
"2024-01-06","29","UNIMARC CONCEPCION","87016","1","6","2024","sábado"
"2024-01-06","32","UNIMARC LINARES","164454","1","6","2024","sábado"
"2024-01-06","33","EL MUSEO","89580","1","6","2024","sábado"
"2024-01-06","34","MALL CENTRO","814118","1","6","2024","sábado"
"2024-01-06","35","MALL MELIPILLA","1301933","1","6","2024","sábado"
"2024-01-06","38","MALL SAN BERNARDO","1004369","1","6","2024","sábado"
"2024-01-06","41","TOTTUS CATEDRAL","76513","1","6","2024","sábado"
"2024-01-06","42","UNIV AUTONOMA","60379","1","6","2024","sábado"
"2024-01-06","50","TOTTUS TALAGANTE","68395","1","6","2024","sábado"
"2024-01-06","54","STA ISABEL VILLA ALEMANA","30672","1","6","2024","sábado"
"2024-01-06","55","TOTTUS SAN BERNARDO ESTACION","53865","1","6","2024","sábado"
"2024-01-06","56","STRIP IRARRAZAVAL","41092","1","6","2024","sábado"
"2024-01-06","65","LIDER OSORNO","314202","1","6","2024","sábado"
"2024-01-06","69","LIDER PUERTO MONTT","27437","1","6","2024","sábado"
"2024-01-06","70","LIDER PUERTO VARAS","29370","1","6","2024","sábado"
"2024-01-06","74","STA ISABEL LOS ANGELES","137268","1","6","2024","sábado"
"2024-01-06","76","LIDER TALAGANTE","182689","1","6","2024","sábado"
"2024-01-06","79","LIDER VALDIVIA","45210","1","6","2024","sábado"
"2024-01-06","81","STA ISABEL VIÑA","54412","1","6","2024","sábado"
"2024-01-06","89","LIDER GRAN AVENIDA","42017","1","6","2024","sábado"
"2024-01-06","90","LIDER RANCAGUA","82269","1","6","2024","sábado"
"2024-01-06","92","LIDER LIMACHE","186975","1","6","2024","sábado"
"2024-01-06","93","LIDER OVALLE","60589","1","6","2024","sábado"
"2024-01-06","96","LIDER TOBALABA","23992","1","6","2024","sábado"
"2024-01-06","97","UNIV BERNARDO OHIGGINS","22689","1","6","2024","sábado"
"2024-01-06","99","LIDER COPIAPO","86513","1","6","2024","sábado"
"2024-01-06","100","STRIP TALCA","88908","1","6","2024","sábado"
"2024-01-06","101","LIDER QUILIN","268151","1","6","2024","sábado"
"2024-01-06","103","TOTTUS LOS ANGELES","86387","1","6","2024","sábado"
"2024-01-06","105","LIDER LOS ANGELES","152479","1","6","2024","sábado"
"2024-01-06","106","LIDER ALAMEDA","352143","1","6","2024","sábado"
"2024-01-06","107","EDIFICIO BüHLER","88655","1","6","2024","sábado"
"2024-01-06","109","JUMBO LOS ANGELES","587480","1","6","2024","sábado"
"2024-01-07","1","UNIMARC EL PAMPINO","149539","1","7","2024","domingo"
"2024-01-07","5","UNIMARC LA SERENA","83445","1","7","2024","domingo"
"2024-01-07","8","STA ISABEL REÑACA","829664","1","7","2024","domingo"
"2024-01-07","22","TOTTUS NATANIEL","126176","1","7","2024","domingo"
"2024-01-07","33","EL MUSEO","27858","1","7","2024","domingo"
"2024-01-07","34","MALL CENTRO","312604","1","7","2024","domingo"
"2024-01-07","35","MALL MELIPILLA","915042","1","7","2024","domingo"
"2024-01-07","38","MALL SAN BERNARDO","548236","1","7","2024","domingo"
"2024-01-07","50","TOTTUS TALAGANTE","158714","1","7","2024","domingo"
"2024-01-07","55","TOTTUS SAN BERNARDO ESTACION","68151","1","7","2024","domingo"
"2024-01-07","92","LIDER LIMACHE","80379","1","7","2024","domingo"
"2024-01-07","101","LIDER QUILIN","214958","1","7","2024","domingo"
"2024-01-08","1","UNIMARC EL PAMPINO","417815","1","8","2024","lunes"
"2024-01-08","2","UNIMARC EL PARQUE","142353","1","8","2024","lunes"
"2024-01-08","5","UNIMARC LA SERENA","571723","1","8","2024","lunes"
"2024-01-08","6","UNIMARC OVALLE","228782","1","8","2024","lunes"
"2024-01-08","7","UNIMARC QUILLOTA","120336","1","8","2024","lunes"
"2024-01-08","8","STA ISABEL REÑACA","503530","1","8","2024","lunes"
"2024-01-08","9","STA ISABEL LOS CARRERAS","104412","1","8","2024","lunes"
"2024-01-08","10","STA ISABEL VALPARAISO","40420","1","8","2024","lunes"
"2024-01-08","11","STA ISABEL CLAUDIO VICUÑA","128613","1","8","2024","lunes"
"2024-01-08","14","MALL PASEO DEL VALLE","473908","1","8","2024","lunes"
"2024-01-08","15","UNIMARC VIÑA","85924","1","8","2024","lunes"
"2024-01-08","16","ALVI MAIPU","88782","1","8","2024","lunes"
"2024-01-08","17","UNIMARC FCO. BILBAO","72773","1","8","2024","lunes"
"2024-01-08","19","UNIMARC LOS MILITARES","271512","1","8","2024","lunes"
"2024-01-08","20","MEDS MAIPU","408614","1","8","2024","lunes"
"2024-01-08","21","SODIMAC ÑUBLE","245041","1","8","2024","lunes"
"2024-01-08","22","TOTTUS NATANIEL","228908","1","8","2024","lunes"
"2024-01-08","23","TOTTUS SAN BERNARDO","553277","1","8","2024","lunes"
"2024-01-08","24","TOTTUS VICUÑA MACKENNA","37731","1","8","2024","lunes"
"2024-01-08","26","UNIMARC CHILLAN","337605","1","8","2024","lunes"
"2024-01-08","27","UNIMARC OSORNO","274663","1","8","2024","lunes"
"2024-01-08","29","UNIMARC CONCEPCION","138655","1","8","2024","lunes"
"2024-01-08","32","UNIMARC LINARES","169874","1","8","2024","lunes"
"2024-01-08","33","EL MUSEO","113488","1","8","2024","lunes"
"2024-01-08","34","MALL CENTRO","667059","1","8","2024","lunes"
"2024-01-08","35","MALL MELIPILLA","1419663","1","8","2024","lunes"
"2024-01-08","38","MALL SAN BERNARDO","731596","1","8","2024","lunes"
"2024-01-08","41","TOTTUS CATEDRAL","117437","1","8","2024","lunes"
"2024-01-08","42","UNIV AUTONOMA","123697","1","8","2024","lunes"
"2024-01-08","43","M10 VILLA ALEMANA","57605","1","8","2024","lunes"
"2024-01-08","45","STRIP RECOLETA","377479","1","8","2024","lunes"
"2024-01-08","46","CLINICA AUTONOMA","3362","1","8","2024","lunes"
"2024-01-08","50","TOTTUS TALAGANTE","80983","1","8","2024","lunes"
"2024-01-08","54","STA ISABEL VILLA ALEMANA","67017","1","8","2024","lunes"
"2024-01-08","55","TOTTUS SAN BERNARDO ESTACION","90420","1","8","2024","lunes"
"2024-01-08","56","STRIP IRARRAZAVAL","87563","1","8","2024","lunes"
"2024-01-08","65","LIDER OSORNO","314411","1","8","2024","lunes"
"2024-01-08","69","LIDER PUERTO MONTT","95210","1","8","2024","lunes"
"2024-01-08","70","LIDER PUERTO VARAS","117101","1","8","2024","lunes"
"2024-01-08","74","STA ISABEL LOS ANGELES","357269","1","8","2024","lunes"
"2024-01-08","76","LIDER TALAGANTE","161471","1","8","2024","lunes"
"2024-01-08","78","EDIFICIO BANCOESTADO","237101","1","8","2024","lunes"
"2024-01-08","79","LIDER VALDIVIA","59832","1","8","2024","lunes"
"2024-01-08","81","STA ISABEL VIÑA","85253","1","8","2024","lunes"
"2024-01-08","84","STA ISABEL VICUÑA MACKENNA","36933","1","8","2024","lunes"
"2024-01-08","89","LIDER GRAN AVENIDA","118025","1","8","2024","lunes"
"2024-01-08","90","LIDER RANCAGUA","111218","1","8","2024","lunes"
"2024-01-08","92","LIDER LIMACHE","254033","1","8","2024","lunes"
"2024-01-08","93","LIDER OVALLE","45294","1","8","2024","lunes"
"2024-01-08","96","LIDER TOBALABA","42017","1","8","2024","lunes"
"2024-01-08","97","UNIV BERNARDO OHIGGINS","108152","1","8","2024","lunes"
"2024-01-08","99","LIDER COPIAPO","134411","1","8","2024","lunes"
"2024-01-08","100","STRIP TALCA","90924","1","8","2024","lunes"
"2024-01-08","101","LIDER QUILIN","149161","1","8","2024","lunes"
"2024-01-08","103","TOTTUS LOS ANGELES","136764","1","8","2024","lunes"
"2024-01-08","105","LIDER LOS ANGELES","572437","1","8","2024","lunes"
"2024-01-08","106","LIDER ALAMEDA","396176","1","8","2024","lunes"
"2024-01-08","107","EDIFICIO BüHLER","324370","1","8","2024","lunes"
"2024-01-08","109","JUMBO LOS ANGELES","592353","1","8","2024","lunes"
"2024-01-08","110","LIDER QUILLOTA","252","1","8","2024","lunes"
