"date","branch_office_id","sucursal","ventas","mes","dia","year","dia_semana"
"2024-03-12","32","UNIMARC LINARES","136302","3","12","2024","martes"
"2024-03-12","33","EL MUSEO","109454","3","12","2024","martes"
"2024-03-12","34","MALL CENTRO","530714","3","12","2024","martes"
"2024-03-12","35","MALL MELIPILLA","991681","3","12","2024","martes"
"2024-03-12","38","MALL SAN BERNARDO","536470","3","12","2024","martes"
"2024-03-12","41","TOTTUS CATEDRAL","212227","3","12","2024","martes"
"2024-03-12","42","UNIV AUTONOMA","261730","3","12","2024","martes"
"2024-03-12","43","M10 VILLA ALEMANA","45303","3","12","2024","martes"
"2024-03-12","45","STRIP RECOLETA","70882","3","12","2024","martes"
"2024-03-12","46","CLINICA AUTONOMA","12185","3","12","2024","martes"
"2024-03-12","50","TOTTUS TALAGANTE","127882","3","12","2024","martes"
"2024-03-12","54","STA ISABEL VILLA ALEMANA","65042","3","12","2024","martes"
"2024-03-12","55","TOTTUS SAN BERNARDO ESTACION","82941","3","12","2024","martes"
"2024-03-12","56","STRIP IRARRAZAVAL","78487","3","12","2024","martes"
"2024-03-12","65","LIDER OSORNO","238865","3","12","2024","martes"
"2024-03-12","69","LIDER PUERTO MONTT","87521","3","12","2024","martes"
"2024-03-12","70","LIDER PUERTO VARAS","90966","3","12","2024","martes"
"2024-03-12","74","STA ISABEL LOS ANGELES","403908","3","12","2024","martes"
"2024-03-12","76","LIDER TALAGANTE","151891","3","12","2024","martes"
"2024-03-12","78","EDIFICIO BANCOESTADO","256177","3","12","2024","martes"
"2024-03-12","79","LIDER VALDIVIA","57227","3","12","2024","martes"
"2024-03-12","81","STA ISABEL VIÑA","138403","3","12","2024","martes"
"2024-03-12","84","STA ISABEL VICUÑA MACKENNA","45420","3","12","2024","martes"
"2024-03-12","89","LIDER GRAN AVENIDA","136807","3","12","2024","martes"
"2024-03-12","90","LIDER RANCAGUA","97395","3","12","2024","martes"
"2024-03-12","92","LIDER LIMACHE","127773","3","12","2024","martes"
"2024-03-12","93","LIDER OVALLE","60882","3","12","2024","martes"
"2024-03-12","96","LIDER TOBALABA","126597","3","12","2024","martes"
"2024-03-12","97","UNIV BERNARDO OHIGGINS","143277","3","12","2024","martes"
"2024-03-12","99","LIDER COPIAPO","113109","3","12","2024","martes"
"2024-03-12","101","LIDER QUILIN","227857","3","12","2024","martes"
"2024-03-12","103","TOTTUS LOS ANGELES","104370","3","12","2024","martes"
"2024-03-12","105","LIDER LOS ANGELES","611429","3","12","2024","martes"
"2024-03-12","106","LIDER ALAMEDA","401345","3","12","2024","martes"
"2024-03-12","107","EDIFICIO BüHLER","459033","3","12","2024","martes"
"2024-03-12","109","JUMBO LOS ANGELES","560336","3","12","2024","martes"
"2024-03-12","110","LIDER QUILLOTA","266890","3","12","2024","martes"
"2024-03-13","1","UNIMARC EL PAMPINO","440588","3","13","2024","miércoles"
"2024-03-13","2","UNIMARC EL PARQUE","167690","3","13","2024","miércoles"
"2024-03-13","5","UNIMARC LA SERENA","416386","3","13","2024","miércoles"
"2024-03-13","6","UNIMARC OVALLE","120883","3","13","2024","miércoles"
"2024-03-13","7","UNIMARC QUILLOTA","97059","3","13","2024","miércoles"
"2024-03-13","8","STA ISABEL REÑACA","234496","3","13","2024","miércoles"
"2024-03-13","9","STA ISABEL LOS CARRERAS","115462","3","13","2024","miércoles"
"2024-03-13","10","STA ISABEL VALPARAISO","58067","3","13","2024","miércoles"
"2024-03-13","11","STA ISABEL CLAUDIO VICUÑA","96471","3","13","2024","miércoles"
"2024-03-13","14","MALL PASEO DEL VALLE","269412","3","13","2024","miércoles"
"2024-03-13","15","UNIMARC VIÑA","80126","3","13","2024","miércoles"
"2024-03-13","16","ALVI MAIPU","58403","3","13","2024","miércoles"
"2024-03-13","17","UNIMARC FCO. BILBAO","107899","3","13","2024","miércoles"
"2024-03-13","19","UNIMARC LOS MILITARES","311596","3","13","2024","miércoles"
"2024-03-13","20","MEDS MAIPU","377143","3","13","2024","miércoles"
"2024-03-13","21","SODIMAC ÑUBLE","210042","3","13","2024","miércoles"
"2024-03-13","22","TOTTUS NATANIEL","218487","3","13","2024","miércoles"
"2024-03-13","23","TOTTUS SAN BERNARDO","374832","3","13","2024","miércoles"
"2024-03-13","24","TOTTUS VICUÑA MACKENNA","49202","3","13","2024","miércoles"
"2024-03-13","26","UNIMARC CHILLAN","399454","3","13","2024","miércoles"
"2024-03-13","27","UNIMARC OSORNO","182605","3","13","2024","miércoles"
"2024-03-13","29","UNIMARC CONCEPCION","232227","3","13","2024","miércoles"
"2024-03-13","32","UNIMARC LINARES","138152","3","13","2024","miércoles"
"2024-03-13","33","EL MUSEO","106009","3","13","2024","miércoles"
"2024-03-13","34","MALL CENTRO","506849","3","13","2024","miércoles"
"2024-03-13","35","MALL MELIPILLA","955377","3","13","2024","miércoles"
"2024-03-13","38","MALL SAN BERNARDO","567059","3","13","2024","miércoles"
"2024-03-13","41","TOTTUS CATEDRAL","212017","3","13","2024","miércoles"
"2024-03-13","42","UNIV AUTONOMA","290966","3","13","2024","miércoles"
"2024-03-13","43","M10 VILLA ALEMANA","42529","3","13","2024","miércoles"
"2024-03-13","45","STRIP RECOLETA","37437","3","13","2024","miércoles"
"2024-03-13","46","CLINICA AUTONOMA","23109","3","13","2024","miércoles"
"2024-03-13","50","TOTTUS TALAGANTE","59807","3","13","2024","miércoles"
"2024-03-13","54","STA ISABEL VILLA ALEMANA","43950","3","13","2024","miércoles"
"2024-03-13","55","TOTTUS SAN BERNARDO ESTACION","73571","3","13","2024","miércoles"
"2024-03-13","56","STRIP IRARRAZAVAL","121008","3","13","2024","miércoles"
"2024-03-13","65","LIDER OSORNO","215547","3","13","2024","miércoles"
"2024-03-13","69","LIDER PUERTO MONTT","65420","3","13","2024","miércoles"
"2024-03-13","70","LIDER PUERTO VARAS","78278","3","13","2024","miércoles"
"2024-03-13","74","STA ISABEL LOS ANGELES","353739","3","13","2024","miércoles"
"2024-03-13","76","LIDER TALAGANTE","158781","3","13","2024","miércoles"
"2024-03-13","78","EDIFICIO BANCOESTADO","285378","3","13","2024","miércoles"
"2024-03-13","79","LIDER VALDIVIA","54874","3","13","2024","miércoles"
"2024-03-13","81","STA ISABEL VIÑA","89706","3","13","2024","miércoles"
"2024-03-13","84","STA ISABEL VICUÑA MACKENNA","49622","3","13","2024","miércoles"
"2024-03-13","89","LIDER GRAN AVENIDA","182269","3","13","2024","miércoles"
"2024-03-13","90","LIDER RANCAGUA","107983","3","13","2024","miércoles"
"2024-03-13","92","LIDER LIMACHE","151681","3","13","2024","miércoles"
"2024-03-13","93","LIDER OVALLE","57311","3","13","2024","miércoles"
"2024-03-13","96","LIDER TOBALABA","128151","3","13","2024","miércoles"
"2024-03-13","97","UNIV BERNARDO OHIGGINS","114579","3","13","2024","miércoles"
"2024-03-13","99","LIDER COPIAPO","123362","3","13","2024","miércoles"
"2024-03-13","100","STRIP TALCA","30504","3","13","2024","miércoles"
"2024-03-13","101","LIDER QUILIN","179412","3","13","2024","miércoles"
"2024-03-13","103","TOTTUS LOS ANGELES","128361","3","13","2024","miércoles"
"2024-03-13","105","LIDER LOS ANGELES","447353","3","13","2024","miércoles"
"2024-03-13","106","LIDER ALAMEDA","428782","3","13","2024","miércoles"
"2024-03-13","107","EDIFICIO BüHLER","417731","3","13","2024","miércoles"
"2024-03-13","109","JUMBO LOS ANGELES","458488","3","13","2024","miércoles"
"2024-03-13","110","LIDER QUILLOTA","216387","3","13","2024","miércoles"
"2024-03-14","1","UNIMARC EL PAMPINO","398403","3","14","2024","jueves"
"2024-03-14","2","UNIMARC EL PARQUE","148613","3","14","2024","jueves"
"2024-03-14","5","UNIMARC LA SERENA","518865","3","14","2024","jueves"
"2024-03-14","6","UNIMARC OVALLE","158781","3","14","2024","jueves"
"2024-03-14","7","UNIMARC QUILLOTA","65588","3","14","2024","jueves"
"2024-03-14","8","STA ISABEL REÑACA","231387","3","14","2024","jueves"
"2024-03-14","9","STA ISABEL LOS CARRERAS","89790","3","14","2024","jueves"
"2024-03-14","10","STA ISABEL VALPARAISO","60294","3","14","2024","jueves"
"2024-03-14","11","STA ISABEL CLAUDIO VICUÑA","119454","3","14","2024","jueves"
"2024-03-14","14","MALL PASEO DEL VALLE","204664","3","14","2024","jueves"
"2024-03-14","15","UNIMARC VIÑA","83403","3","14","2024","jueves"
"2024-03-14","16","ALVI MAIPU","48025","3","14","2024","jueves"
"2024-03-14","17","UNIMARC FCO. BILBAO","73320","3","14","2024","jueves"
"2024-03-14","19","UNIMARC LOS MILITARES","286176","3","14","2024","jueves"
"2024-03-14","20","MEDS MAIPU","297899","3","14","2024","jueves"
"2024-03-14","21","SODIMAC ÑUBLE","242646","3","14","2024","jueves"
"2024-03-14","22","TOTTUS NATANIEL","165252","3","14","2024","jueves"
"2024-03-14","23","TOTTUS SAN BERNARDO","377185","3","14","2024","jueves"
"2024-03-14","24","TOTTUS VICUÑA MACKENNA","46597","3","14","2024","jueves"
"2024-03-14","26","UNIMARC CHILLAN","465546","3","14","2024","jueves"
"2024-03-14","27","UNIMARC OSORNO","134622","3","14","2024","jueves"
"2024-03-14","29","UNIMARC CONCEPCION","195882","3","14","2024","jueves"
"2024-03-14","32","UNIMARC LINARES","133109","3","14","2024","jueves"
"2024-03-14","33","EL MUSEO","89832","3","14","2024","jueves"
"2024-03-14","34","MALL CENTRO","474202","3","14","2024","jueves"
"2024-03-14","35","MALL MELIPILLA","1067731","3","14","2024","jueves"
"2024-03-14","38","MALL SAN BERNARDO","745547","3","14","2024","jueves"
"2024-03-14","41","TOTTUS CATEDRAL","214118","3","14","2024","jueves"
"2024-03-14","42","UNIV AUTONOMA","225631","3","14","2024","jueves"
"2024-03-14","43","M10 VILLA ALEMANA","30429","3","14","2024","jueves"
"2024-03-14","45","STRIP RECOLETA","5462","3","14","2024","jueves"
"2024-03-14","46","CLINICA AUTONOMA","31933","3","14","2024","jueves"
"2024-03-14","50","TOTTUS TALAGANTE","120605","3","14","2024","jueves"
"2024-03-14","54","STA ISABEL VILLA ALEMANA","88361","3","14","2024","jueves"
"2024-03-14","55","TOTTUS SAN BERNARDO ESTACION","83067","3","14","2024","jueves"
"2024-03-14","56","STRIP IRARRAZAVAL","118571","3","14","2024","jueves"
"2024-03-14","65","LIDER OSORNO","172563","3","14","2024","jueves"
"2024-03-14","69","LIDER PUERTO MONTT","91008","3","14","2024","jueves"
"2024-03-14","70","LIDER PUERTO VARAS","82143","3","14","2024","jueves"
"2024-03-14","74","STA ISABEL LOS ANGELES","405546","3","14","2024","jueves"
"2024-03-14","76","LIDER TALAGANTE","107648","3","14","2024","jueves"
"2024-03-14","78","EDIFICIO BANCOESTADO","329033","3","14","2024","jueves"
"2024-03-14","79","LIDER VALDIVIA","61555","3","14","2024","jueves"
"2024-03-14","81","STA ISABEL VIÑA","105378","3","14","2024","jueves"
"2024-03-14","84","STA ISABEL VICUÑA MACKENNA","47857","3","14","2024","jueves"
"2024-03-14","89","LIDER GRAN AVENIDA","122815","3","14","2024","jueves"
"2024-03-14","90","LIDER RANCAGUA","119118","3","14","2024","jueves"
"2024-03-14","92","LIDER LIMACHE","140799","3","14","2024","jueves"
"2024-03-14","93","LIDER OVALLE","71429","3","14","2024","jueves"
"2024-03-14","96","LIDER TOBALABA","131891","3","14","2024","jueves"
"2024-03-14","97","UNIV BERNARDO OHIGGINS","128908","3","14","2024","jueves"
"2024-03-14","99","LIDER COPIAPO","123991","3","14","2024","jueves"
"2024-03-14","100","STRIP TALCA","44203","3","14","2024","jueves"
"2024-03-14","101","LIDER QUILIN","195042","3","14","2024","jueves"
"2024-03-14","103","TOTTUS LOS ANGELES","132857","3","14","2024","jueves"
"2024-03-14","105","LIDER LOS ANGELES","542942","3","14","2024","jueves"
"2024-03-14","106","LIDER ALAMEDA","399832","3","14","2024","jueves"
"2024-03-14","107","EDIFICIO BüHLER","379118","3","14","2024","jueves"
"2024-03-14","109","JUMBO LOS ANGELES","524075","3","14","2024","jueves"
"2024-03-14","110","LIDER QUILLOTA","264663","3","14","2024","jueves"
"2024-03-15","1","UNIMARC EL PAMPINO","587478","3","15","2024","viernes"
"2024-03-15","2","UNIMARC EL PARQUE","194622","3","15","2024","viernes"
"2024-03-15","5","UNIMARC LA SERENA","555715","3","15","2024","viernes"
"2024-03-15","6","UNIMARC OVALLE","307647","3","15","2024","viernes"
"2024-03-15","7","UNIMARC QUILLOTA","154286","3","15","2024","viernes"
"2024-03-15","8","STA ISABEL REÑACA","260630","3","15","2024","viernes"
"2024-03-15","9","STA ISABEL LOS CARRERAS","125966","3","15","2024","viernes"
"2024-03-15","10","STA ISABEL VALPARAISO","64664","3","15","2024","viernes"
"2024-03-15","11","STA ISABEL CLAUDIO VICUÑA","140084","3","15","2024","viernes"
"2024-03-15","14","MALL PASEO DEL VALLE","332605","3","15","2024","viernes"
"2024-03-15","15","UNIMARC VIÑA","95294","3","15","2024","viernes"
"2024-03-15","16","ALVI MAIPU","91092","3","15","2024","viernes"
"2024-03-15","17","UNIMARC FCO. BILBAO","100798","3","15","2024","viernes"
"2024-03-15","19","UNIMARC LOS MILITARES","269076","3","15","2024","viernes"
"2024-03-15","20","MEDS MAIPU","303278","3","15","2024","viernes"
"2024-03-15","21","SODIMAC ÑUBLE","225714","3","15","2024","viernes"
"2024-03-15","22","TOTTUS NATANIEL","216303","3","15","2024","viernes"
"2024-03-15","23","TOTTUS SAN BERNARDO","602269","3","15","2024","viernes"
"2024-03-15","24","TOTTUS VICUÑA MACKENNA","34370","3","15","2024","viernes"
"2024-03-15","26","UNIMARC CHILLAN","562773","3","15","2024","viernes"
"2024-03-15","27","UNIMARC OSORNO","227563","3","15","2024","viernes"
"2024-03-15","29","UNIMARC CONCEPCION","276303","3","15","2024","viernes"
"2024-03-15","32","UNIMARC LINARES","188361","3","15","2024","viernes"
"2024-03-15","33","EL MUSEO","79160","3","15","2024","viernes"
"2024-03-15","34","MALL CENTRO","678992","3","15","2024","viernes"
"2024-03-15","35","MALL MELIPILLA","1201009","3","15","2024","viernes"
"2024-03-15","38","MALL SAN BERNARDO","1114453","3","15","2024","viernes"
"2024-03-15","41","TOTTUS CATEDRAL","190925","3","15","2024","viernes"
"2024-03-15","42","UNIV AUTONOMA","279804","3","15","2024","viernes"
"2024-03-15","43","M10 VILLA ALEMANA","50496","3","15","2024","viernes"
"2024-03-15","45","STRIP RECOLETA","4160","3","15","2024","viernes"
"2024-03-15","46","CLINICA AUTONOMA","185294","3","15","2024","viernes"
"2024-03-15","50","TOTTUS TALAGANTE","67177","3","15","2024","viernes"
"2024-03-15","54","STA ISABEL VILLA ALEMANA","58866","3","15","2024","viernes"
"2024-03-15","55","TOTTUS SAN BERNARDO ESTACION","86050","3","15","2024","viernes"
"2024-03-15","56","STRIP IRARRAZAVAL","82101","3","15","2024","viernes"
"2024-03-15","65","LIDER OSORNO","333991","3","15","2024","viernes"
"2024-03-15","69","LIDER PUERTO MONTT","85000","3","15","2024","viernes"
"2024-03-15","70","LIDER PUERTO VARAS","61428","3","15","2024","viernes"
"2024-03-15","74","STA ISABEL LOS ANGELES","409580","3","15","2024","viernes"
"2024-03-15","76","LIDER TALAGANTE","171974","3","15","2024","viernes"
"2024-03-15","78","EDIFICIO BANCOESTADO","258362","3","15","2024","viernes"
"2024-03-15","79","LIDER VALDIVIA","95882","3","15","2024","viernes"
"2024-03-15","81","STA ISABEL VIÑA","81849","3","15","2024","viernes"
"2024-03-15","84","STA ISABEL VICUÑA MACKENNA","55546","3","15","2024","viernes"
"2024-03-15","89","LIDER GRAN AVENIDA","155588","3","15","2024","viernes"
"2024-03-15","90","LIDER RANCAGUA","163025","3","15","2024","viernes"
"2024-03-15","92","LIDER LIMACHE","212605","3","15","2024","viernes"
"2024-03-15","93","LIDER OVALLE","99076","3","15","2024","viernes"
"2024-03-15","96","LIDER TOBALABA","9496","3","15","2024","viernes"
"2024-03-15","97","UNIV BERNARDO OHIGGINS","92311","3","15","2024","viernes"
"2024-03-15","99","LIDER COPIAPO","141806","3","15","2024","viernes"
"2024-03-15","100","STRIP TALCA","92521","3","15","2024","viernes"
"2024-03-15","101","LIDER QUILIN","253823","3","15","2024","viernes"
"2024-03-15","103","TOTTUS LOS ANGELES","180126","3","15","2024","viernes"
"2024-03-15","105","LIDER LOS ANGELES","556512","3","15","2024","viernes"
"2024-03-15","106","LIDER ALAMEDA","442100","3","15","2024","viernes"
"2024-03-15","107","EDIFICIO BüHLER","333151","3","15","2024","viernes"
"2024-03-15","109","JUMBO LOS ANGELES","711933","3","15","2024","viernes"
"2024-03-15","110","LIDER QUILLOTA","314832","3","15","2024","viernes"
"2024-03-16","1","UNIMARC EL PAMPINO","537395","3","16","2024","sábado"
"2024-03-16","2","UNIMARC EL PARQUE","25588","3","16","2024","sábado"
"2024-03-16","5","UNIMARC LA SERENA","378403","3","16","2024","sábado"
"2024-03-16","6","UNIMARC OVALLE","144705","3","16","2024","sábado"
"2024-03-16","7","UNIMARC QUILLOTA","113193","3","16","2024","sábado"
"2024-03-16","8","STA ISABEL REÑACA","283319","3","16","2024","sábado"
"2024-03-16","9","STA ISABEL LOS CARRERAS","91218","3","16","2024","sábado"
"2024-03-16","10","STA ISABEL VALPARAISO","11933","3","16","2024","sábado"
"2024-03-16","11","STA ISABEL CLAUDIO VICUÑA","93151","3","16","2024","sábado"
"2024-03-16","14","MALL PASEO DEL VALLE","214748","3","16","2024","sábado"
"2024-03-16","15","UNIMARC VIÑA","80672","3","16","2024","sábado"
"2024-03-16","16","ALVI MAIPU","48067","3","16","2024","sábado"
"2024-03-16","19","UNIMARC LOS MILITARES","114412","3","16","2024","sábado"
"2024-03-16","20","MEDS MAIPU","129202","3","16","2024","sábado"
"2024-03-16","21","SODIMAC ÑUBLE","255378","3","16","2024","sábado"
"2024-03-16","22","TOTTUS NATANIEL","226387","3","16","2024","sábado"
"2024-03-16","23","TOTTUS SAN BERNARDO","299664","3","16","2024","sábado"
"2024-03-16","26","UNIMARC CHILLAN","586640","3","16","2024","sábado"
"2024-03-16","27","UNIMARC OSORNO","267143","3","16","2024","sábado"
"2024-03-16","29","UNIMARC CONCEPCION","102899","3","16","2024","sábado"
"2024-03-16","32","UNIMARC LINARES","186176","3","16","2024","sábado"
"2024-03-16","33","EL MUSEO","59202","3","16","2024","sábado"
"2024-03-16","34","MALL CENTRO","779959","3","16","2024","sábado"
"2024-03-16","35","MALL MELIPILLA","1196638","3","16","2024","sábado"
"2024-03-16","38","MALL SAN BERNARDO","1607899","3","16","2024","sábado"
"2024-03-16","41","TOTTUS CATEDRAL","71891","3","16","2024","sábado"
"2024-03-16","42","UNIV AUTONOMA","73403","3","16","2024","sábado"
"2024-03-16","46","CLINICA AUTONOMA","2101","3","16","2024","sábado"
"2024-03-16","50","TOTTUS TALAGANTE","104177","3","16","2024","sábado"
"2024-03-16","54","STA ISABEL VILLA ALEMANA","47059","3","16","2024","sábado"
"2024-03-16","55","TOTTUS SAN BERNARDO ESTACION","57268","3","16","2024","sábado"
"2024-03-16","56","STRIP IRARRAZAVAL","69328","3","16","2024","sábado"
"2024-03-16","65","LIDER OSORNO","236135","3","16","2024","sábado"
"2024-03-16","69","LIDER PUERTO MONTT","25210","3","16","2024","sábado"
"2024-03-16","70","LIDER PUERTO VARAS","28529","3","16","2024","sábado"
"2024-03-16","76","LIDER TALAGANTE","148529","3","16","2024","sábado"
"2024-03-16","79","LIDER VALDIVIA","65294","3","16","2024","sábado"
"2024-03-16","81","STA ISABEL VIÑA","62353","3","16","2024","sábado"
"2024-03-16","89","LIDER GRAN AVENIDA","36261","3","16","2024","sábado"
"2024-03-16","90","LIDER RANCAGUA","203655","3","16","2024","sábado"
"2024-03-16","92","LIDER LIMACHE","156008","3","16","2024","sábado"
"2024-03-16","93","LIDER OVALLE","79454","3","16","2024","sábado"
"2024-03-16","97","UNIV BERNARDO OHIGGINS","6723","3","16","2024","sábado"
"2024-03-16","99","LIDER COPIAPO","186849","3","16","2024","sábado"
"2024-03-16","100","STRIP TALCA","93866","3","16","2024","sábado"
"2024-03-16","101","LIDER QUILIN","494371","3","16","2024","sábado"
"2024-03-16","103","TOTTUS LOS ANGELES","82437","3","16","2024","sábado"
"2024-03-16","105","LIDER LOS ANGELES","163151","3","16","2024","sábado"
"2024-03-16","106","LIDER ALAMEDA","637058","3","16","2024","sábado"
"2024-03-16","107","EDIFICIO BüHLER","102017","3","16","2024","sábado"
"2024-03-16","109","JUMBO LOS ANGELES","657688","3","16","2024","sábado"
"2024-03-16","110","LIDER QUILLOTA","376345","3","16","2024","sábado"
"2024-03-17","1","UNIMARC EL PAMPINO","165546","3","17","2024","domingo"
"2024-03-17","8","STA ISABEL REÑACA","218151","3","17","2024","domingo"
"2024-03-17","22","TOTTUS NATANIEL","143698","3","17","2024","domingo"
"2024-03-17","33","EL MUSEO","47732","3","17","2024","domingo"
"2024-03-17","34","MALL CENTRO","326596","3","17","2024","domingo"
"2024-03-17","35","MALL MELIPILLA","681345","3","17","2024","domingo"
"2024-03-17","38","MALL SAN BERNARDO","903865","3","17","2024","domingo"
"2024-03-17","41","TOTTUS CATEDRAL","1261","3","17","2024","domingo"
"2024-03-17","50","TOTTUS TALAGANTE","153151","3","17","2024","domingo"
"2024-03-17","55","TOTTUS SAN BERNARDO ESTACION","109748","3","17","2024","domingo"
"2024-03-17","92","LIDER LIMACHE","95925","3","17","2024","domingo"
"2024-03-17","101","LIDER QUILIN","558823","3","17","2024","domingo"
"2024-03-18","1","UNIMARC EL PAMPINO","500294","3","18","2024","lunes"
"2024-03-18","2","UNIMARC EL PARQUE","157815","3","18","2024","lunes"
"2024-03-18","5","UNIMARC LA SERENA","532521","3","18","2024","lunes"
"2024-03-18","6","UNIMARC OVALLE","199874","3","18","2024","lunes"
"2024-03-18","7","UNIMARC QUILLOTA","109538","3","18","2024","lunes"
"2024-03-18","8","STA ISABEL REÑACA","173404","3","18","2024","lunes"
"2024-03-18","9","STA ISABEL LOS CARRERAS","107773","3","18","2024","lunes"
"2024-03-18","10","STA ISABEL VALPARAISO","30966","3","18","2024","lunes"
"2024-03-18","11","STA ISABEL CLAUDIO VICUÑA","142479","3","18","2024","lunes"
"2024-03-18","14","MALL PASEO DEL VALLE","294580","3","18","2024","lunes"
"2024-03-18","15","UNIMARC VIÑA","93824","3","18","2024","lunes"
"2024-03-18","16","ALVI MAIPU","68529","3","18","2024","lunes"
"2024-03-18","17","UNIMARC FCO. BILBAO","90504","3","18","2024","lunes"
"2024-03-18","19","UNIMARC LOS MILITARES","228613","3","18","2024","lunes"
"2024-03-18","20","MEDS MAIPU","390294","3","18","2024","lunes"
"2024-03-18","21","SODIMAC ÑUBLE","224411","3","18","2024","lunes"
"2024-03-18","22","TOTTUS NATANIEL","203740","3","18","2024","lunes"
"2024-03-18","23","TOTTUS SAN BERNARDO","607773","3","18","2024","lunes"
"2024-03-18","24","TOTTUS VICUÑA MACKENNA","43992","3","18","2024","lunes"
"2024-03-18","26","UNIMARC CHILLAN","411344","3","18","2024","lunes"
"2024-03-18","27","UNIMARC OSORNO","162563","3","18","2024","lunes"
"2024-03-18","29","UNIMARC CONCEPCION","183655","3","18","2024","lunes"
"2024-03-18","32","UNIMARC LINARES","140168","3","18","2024","lunes"
"2024-03-18","33","EL MUSEO","71974","3","18","2024","lunes"
"2024-03-18","34","MALL CENTRO","560925","3","18","2024","lunes"
"2024-03-18","35","MALL MELIPILLA","1128740","3","18","2024","lunes"
"2024-03-18","38","MALL SAN BERNARDO","695294","3","18","2024","lunes"
"2024-03-18","41","TOTTUS CATEDRAL","185293","3","18","2024","lunes"
"2024-03-18","42","UNIV AUTONOMA","281639","3","18","2024","lunes"
"2024-03-18","43","M10 VILLA ALEMANA","39832","3","18","2024","lunes"
"2024-03-18","45","STRIP RECOLETA","35924","3","18","2024","lunes"
"2024-03-18","46","CLINICA AUTONOMA","28151","3","18","2024","lunes"
"2024-03-18","50","TOTTUS TALAGANTE","68209","3","18","2024","lunes"
"2024-03-18","54","STA ISABEL VILLA ALEMANA","84160","3","18","2024","lunes"
"2024-03-18","55","TOTTUS SAN BERNARDO ESTACION","92143","3","18","2024","lunes"
"2024-03-18","56","STRIP IRARRAZAVAL","84622","3","18","2024","lunes"
"2024-03-18","65","LIDER OSORNO","228782","3","18","2024","lunes"
"2024-03-18","69","LIDER PUERTO MONTT","102311","3","18","2024","lunes"
"2024-03-18","70","LIDER PUERTO VARAS","49790","3","18","2024","lunes"
"2024-03-18","76","LIDER TALAGANTE","155840","3","18","2024","lunes"
"2024-03-18","78","EDIFICIO BANCOESTADO","288571","3","18","2024","lunes"
"2024-03-18","79","LIDER VALDIVIA","67479","3","18","2024","lunes"
"2024-03-18","81","STA ISABEL VIÑA","102311","3","18","2024","lunes"
"2024-03-18","84","STA ISABEL VICUÑA MACKENNA","53235","3","18","2024","lunes"
"2024-03-18","89","LIDER GRAN AVENIDA","122521","3","18","2024","lunes"
"2024-03-18","90","LIDER RANCAGUA","113950","3","18","2024","lunes"
"2024-03-18","92","LIDER LIMACHE","182857","3","18","2024","lunes"
"2024-03-18","93","LIDER OVALLE","87521","3","18","2024","lunes"
"2024-03-18","96","LIDER TOBALABA","58739","3","18","2024","lunes"
"2024-03-18","97","UNIV BERNARDO OHIGGINS","186975","3","18","2024","lunes"
"2024-03-18","99","LIDER COPIAPO","112017","3","18","2024","lunes"
"2024-03-18","100","STRIP TALCA","47731","3","18","2024","lunes"
"2024-03-18","101","LIDER QUILIN","203278","3","18","2024","lunes"
"2024-03-18","103","TOTTUS LOS ANGELES","91891","3","18","2024","lunes"
"2024-03-18","105","LIDER LOS ANGELES","566681","3","18","2024","lunes"
"2024-03-18","106","LIDER ALAMEDA","433571","3","18","2024","lunes"
"2024-03-18","107","EDIFICIO BüHLER","376933","3","18","2024","lunes"
"2024-03-18","109","JUMBO LOS ANGELES","625379","3","18","2024","lunes"
"2024-03-18","110","LIDER QUILLOTA","251848","3","18","2024","lunes"
"2024-03-19","1","UNIMARC EL PAMPINO","415504","3","19","2024","martes"
"2024-03-19","2","UNIMARC EL PARQUE","132185","3","19","2024","martes"
"2024-03-19","5","UNIMARC LA SERENA","465420","3","19","2024","martes"
"2024-03-19","6","UNIMARC OVALLE","187227","3","19","2024","martes"
"2024-03-19","7","UNIMARC QUILLOTA","78109","3","19","2024","martes"
"2024-03-19","8","STA ISABEL REÑACA","187731","3","19","2024","martes"
"2024-03-19","9","STA ISABEL LOS CARRERAS","131471","3","19","2024","martes"
"2024-03-19","10","STA ISABEL VALPARAISO","82185","3","19","2024","martes"
"2024-03-19","11","STA ISABEL CLAUDIO VICUÑA","159958","3","19","2024","martes"
"2024-03-19","14","MALL PASEO DEL VALLE","224076","3","19","2024","martes"
"2024-03-19","15","UNIMARC VIÑA","80294","3","19","2024","martes"
"2024-03-19","16","ALVI MAIPU","56261","3","19","2024","martes"
"2024-03-19","17","UNIMARC FCO. BILBAO","100630","3","19","2024","martes"
"2024-03-19","19","UNIMARC LOS MILITARES","232648","3","19","2024","martes"
"2024-03-19","20","MEDS MAIPU","340630","3","19","2024","martes"
"2024-03-19","21","SODIMAC ÑUBLE","213109","3","19","2024","martes"
"2024-03-19","22","TOTTUS NATANIEL","211597","3","19","2024","martes"
"2024-03-19","23","TOTTUS SAN BERNARDO","465840","3","19","2024","martes"
"2024-03-19","24","TOTTUS VICUÑA MACKENNA","47311","3","19","2024","martes"
"2024-03-19","26","UNIMARC CHILLAN","396428","3","19","2024","martes"
"2024-03-19","27","UNIMARC OSORNO","178277","3","19","2024","martes"
"2024-03-19","29","UNIMARC CONCEPCION","162437","3","19","2024","martes"
"2024-03-19","32","UNIMARC LINARES","98403","3","19","2024","martes"
